conta,duração,historico,motivo,quantia,poupança,emprego,taxa,status,garantia,residencia,propriedades,idade,financiamentos,moradia,creditos,trabalho,dependentes,telefone,estrangeiro,pagador
negativo,18,conta crítica,carro novo,3966,<100,> 7 anos,1,feminino/divorciado,nenhum,4,imobiliario,33,bancos,alugada,3,nível 2,1,sim,não,mau
sem conta,18,primeira vez,negócios,4165,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,carro,36,lojas,própria,2,nível 2,2,não,não,mau
negativo,36,pagamento em dia,carro usado,8335,sem conta,> 7 anos,3,masculino/solteiro,nenhum,4,sem propriedades,47,nenhum,de graça,1,nível 2,1,não,não,mau
[0-200),48,já atrasou pagamentos,negócios,6681,sem conta,"[1,4) anos",4,masculino/solteiro,nenhum,4,sem propriedades,38,nenhum,de graça,1,nível 2,2,sim,não,bom
sem conta,24,já atrasou pagamentos,negócios,2375,[500-1000),"[1,4) anos",4,masculino/solteiro,nenhum,2,carro,44,nenhum,própria,2,nível 2,2,sim,não,bom
negativo,18,pagamento em dia,carro novo,1216,<100,< 1 ano,4,feminino/divorciado,nenhum,3,carro,23,nenhum,alugada,1,nível 2,1,sim,não,mau
negativo,45,primeira vez,negócios,11816,<100,> 7 anos,2,masculino/solteiro,nenhum,4,carro,29,nenhum,alugada,2,nível 2,1,não,não,mau
[0-200),24,pagamento em dia,radio/televisão,5084,sem conta,> 7 anos,2,feminino/divorciado,nenhum,4,carro,42,nenhum,própria,1,nível 2,1,sim,não,bom
200+,15,pagamento em dia,radio/televisão,2327,<100,< 1 ano,2,feminino/divorciado,nenhum,3,imobiliario,25,nenhum,própria,1,nível 1,1,não,não,mau
negativo,12,primeira vez,carro novo,1082,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,carro,48,bancos,própria,2,nível 2,1,não,não,mau
sem conta,12,pagamento em dia,radio/televisão,886,sem conta,"[1,4) anos",4,feminino/divorciado,nenhum,2,carro,21,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,4,pagamento em dia,móveis,601,<100,< 1 ano,1,feminino/divorciado,nenhum,3,imobiliario,23,nenhum,alugada,1,nível 1,2,não,não,bom
negativo,24,conta crítica,carro usado,2957,<100,> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,63,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,24,conta crítica,radio/televisão,2611,<100,> 7 anos,4,masculino/casado,co-aplicante,3,imobiliario,46,nenhum,própria,2,nível 2,1,não,não,bom
negativo,36,pagamento em dia,móveis,5179,<100,"[4,7) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,29,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,21,já atrasou pagamentos,carro usado,2993,<100,"[1,4) anos",3,masculino/solteiro,nenhum,2,imobiliario,28,lojas,própria,2,nível 1,1,não,não,bom
sem conta,18,pagamento em dia,reparos,1943,<100,< 1 ano,4,feminino/divorciado,nenhum,4,imobiliario,23,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,24,creditos quitados,negócios,1559,<100,"[4,7) anos",4,masculino/solteiro,nenhum,4,carro,50,bancos,própria,1,nível 2,1,sim,não,bom
sem conta,18,pagamento em dia,móveis,3422,<100,> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,47,bancos,própria,3,nível 2,2,sim,não,bom
[0-200),21,pagamento em dia,móveis,3976,sem conta,"[4,7) anos",2,masculino/solteiro,nenhum,3,carro,35,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,18,pagamento em dia,carro novo,6761,sem conta,"[1,4) anos",2,masculino/solteiro,nenhum,4,carro,68,nenhum,alugada,2,nível 2,1,não,não,mau
sem conta,24,pagamento em dia,carro novo,1249,<100,< 1 ano,4,masculino/casado,nenhum,2,imobiliario,28,nenhum,própria,1,nível 2,1,não,não,bom
negativo,9,pagamento em dia,radio/televisão,1364,<100,"[4,7) anos",3,masculino/solteiro,nenhum,4,imobiliario,59,nenhum,própria,1,nível 2,1,não,não,bom
negativo,12,pagamento em dia,radio/televisão,709,<100,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,57,lojas,própria,1,nível 1,1,não,não,mau
negativo,20,conta crítica,carro novo,2235,<100,"[1,4) anos",4,masculino/casado,fiador,2,seguro  de vida,33,bancos,alugada,2,nível 2,1,não,sim,mau
sem conta,24,conta crítica,carro usado,4042,sem conta,"[4,7) anos",3,masculino/solteiro,nenhum,4,seguro  de vida,43,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,15,conta crítica,radio/televisão,1471,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,sem propriedades,35,nenhum,de graça,2,nível 2,1,sim,não,bom
negativo,18,creditos quitados,carro novo,1442,<100,"[4,7) anos",4,masculino/solteiro,nenhum,4,sem propriedades,32,nenhum,de graça,2,nível 1,2,não,não,mau
sem conta,36,já atrasou pagamentos,carro novo,10875,<100,> 7 anos,2,masculino/solteiro,nenhum,2,carro,45,nenhum,própria,2,nível 2,2,sim,não,bom
sem conta,24,pagamento em dia,carro novo,1474,[100-500),< 1 ano,4,masculino/casado,nenhum,3,imobiliario,33,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,10,pagamento em dia,retreinamentos,894,sem conta,"[4,7) anos",4,feminino/divorciado,nenhum,3,seguro  de vida,40,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,15,conta crítica,móveis,3343,<100,"[1,4) anos",4,masculino/solteiro,nenhum,2,sem propriedades,28,nenhum,de graça,1,nível 2,1,sim,não,bom
negativo,15,pagamento em dia,carro novo,3959,<100,"[1,4) anos",3,feminino/divorciado,nenhum,2,seguro  de vida,29,nenhum,própria,1,nível 2,1,sim,não,mau
sem conta,9,pagamento em dia,carro novo,3577,[100-500),"[1,4) anos",1,masculino/solteiro,fiador,2,imobiliario,26,nenhum,alugada,1,nível 2,2,não,sim,bom
sem conta,24,conta crítica,carro usado,5804,>1000,"[1,4) anos",4,masculino/solteiro,nenhum,2,imobiliario,27,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,18,já atrasou pagamentos,negócios,2169,<100,"[1,4) anos",4,masculino/casado,nenhum,2,carro,28,nenhum,própria,1,nível 2,1,sim,não,mau
negativo,24,pagamento em dia,radio/televisão,2439,<100,< 1 ano,4,feminino/divorciado,nenhum,4,imobiliario,35,nenhum,própria,1,nível 2,1,sim,não,mau
sem conta,27,conta crítica,móveis,4526,>1000,< 1 ano,4,masculino/solteiro,nenhum,2,imobiliario,32,lojas,própria,2,nível 1,2,sim,não,bom
sem conta,10,pagamento em dia,móveis,2210,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,imobiliario,25,bancos,alugada,1,nível 1,1,não,não,mau
sem conta,15,pagamento em dia,móveis,2221,[500-1000),"[1,4) anos",2,feminino/divorciado,nenhum,4,carro,20,nenhum,alugada,1,nível 2,1,não,não,bom
negativo,18,pagamento em dia,radio/televisão,2389,<100,< 1 ano,4,feminino/divorciado,nenhum,1,carro,27,lojas,própria,1,nível 2,1,não,não,bom
sem conta,12,conta crítica,móveis,3331,<100,> 7 anos,2,masculino/solteiro,nenhum,4,seguro  de vida,42,lojas,própria,1,nível 2,1,não,não,bom
sem conta,36,pagamento em dia,negócios,7409,sem conta,> 7 anos,3,masculino/solteiro,nenhum,2,seguro  de vida,37,nenhum,própria,2,nível 2,1,não,não,bom
negativo,12,pagamento em dia,móveis,652,<100,> 7 anos,4,feminino/divorciado,nenhum,4,seguro  de vida,24,nenhum,alugada,1,nível 2,1,não,não,bom
sem conta,36,já atrasou pagamentos,móveis,7678,[500-1000),"[4,7) anos",2,feminino/divorciado,nenhum,4,carro,40,nenhum,própria,2,nível 2,1,sim,não,bom
200+,6,conta crítica,carro novo,1343,<100,> 7 anos,1,masculino/solteiro,nenhum,4,imobiliario,46,nenhum,própria,2,nível 2,2,não,sim,bom
negativo,24,conta crítica,negócios,1382,[100-500),"[4,7) anos",4,masculino/solteiro,nenhum,1,imobiliario,26,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,15,pagamento em dia,itens de casa,874,sem conta,< 1 ano,4,feminino/divorciado,nenhum,1,imobiliario,24,nenhum,própria,1,nível 2,1,não,não,bom
negativo,12,pagamento em dia,móveis,3590,<100,"[1,4) anos",2,masculino/solteiro,co-aplicante,2,seguro  de vida,29,nenhum,própria,1,nível 1,2,não,não,bom
[0-200),11,conta crítica,carro novo,1322,>1000,"[1,4) anos",4,feminino/divorciado,nenhum,4,carro,40,nenhum,própria,2,nível 2,1,não,não,bom
negativo,18,creditos quitados,radio/televisão,1940,<100,< 1 ano,3,masculino/solteiro,co-aplicante,4,sem propriedades,36,bancos,de graça,1,nível 3,1,sim,não,bom
sem conta,36,pagamento em dia,radio/televisão,3595,<100,> 7 anos,4,masculino/solteiro,nenhum,2,carro,28,nenhum,própria,1,nível 2,1,não,não,bom
negativo,9,pagamento em dia,carro novo,1422,<100,< 1 ano,3,masculino/solteiro,nenhum,2,sem propriedades,27,nenhum,de graça,1,nível 3,1,sim,não,mau
sem conta,30,conta crítica,radio/televisão,6742,sem conta,"[4,7) anos",2,masculino/solteiro,nenhum,3,seguro  de vida,36,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,carro usado,7814,<100,"[4,7) anos",3,masculino/solteiro,nenhum,3,carro,38,nenhum,própria,1,nível 3,1,sim,não,bom
sem conta,24,pagamento em dia,carro usado,9277,sem conta,"[1,4) anos",2,masculino/divorciado,nenhum,4,sem propriedades,48,nenhum,de graça,1,nível 2,1,sim,não,bom
[0-200),30,conta crítica,carro novo,2181,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,36,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,18,conta crítica,radio/televisão,1098,<100,desempregado,4,feminino/divorciado,nenhum,4,carro,65,nenhum,própria,2,desempregado,1,não,não,bom
[0-200),24,pagamento em dia,móveis,4057,<100,"[4,7) anos",3,masculino/divorciado,nenhum,3,carro,43,nenhum,própria,1,nível 2,1,sim,não,mau
negativo,12,pagamento em dia,educação,795,<100,< 1 ano,4,feminino/divorciado,nenhum,4,seguro  de vida,53,nenhum,própria,1,nível 2,1,não,não,mau
[0-200),24,conta crítica,negócios,2825,sem conta,"[4,7) anos",4,masculino/solteiro,nenhum,3,sem propriedades,34,nenhum,própria,2,nível 2,2,sim,não,bom
[0-200),48,pagamento em dia,negócios,15672,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,carro,23,nenhum,própria,1,nível 2,1,sim,não,mau
sem conta,36,conta crítica,carro novo,6614,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,34,nenhum,própria,2,nível 3,1,sim,não,bom
sem conta,28,creditos quitados,carro usado,7824,sem conta,< 1 ano,3,masculino/solteiro,fiador,4,imobiliario,40,bancos,alugada,2,nível 2,2,sim,não,bom
negativo,27,conta crítica,negócios,2442,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,43,lojas,própria,4,nível 3,2,sim,não,bom
sem conta,15,conta crítica,radio/televisão,1829,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,46,nenhum,própria,2,nível 2,1,sim,não,bom
negativo,12,conta crítica,carro novo,2171,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,seguro  de vida,38,bancos,própria,2,nível 1,1,não,sim,bom
[0-200),36,conta crítica,carro usado,5800,<100,"[1,4) anos",3,masculino/solteiro,nenhum,4,carro,34,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,18,conta crítica,radio/televisão,1169,sem conta,"[1,4) anos",4,masculino/solteiro,nenhum,3,seguro  de vida,29,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,36,já atrasou pagamentos,carro usado,8947,sem conta,"[4,7) anos",3,masculino/solteiro,nenhum,2,carro,31,lojas,própria,1,nível 3,2,sim,não,bom
negativo,21,pagamento em dia,radio/televisão,2606,<100,< 1 ano,4,feminino/divorciado,nenhum,4,seguro  de vida,28,nenhum,alugada,1,nível 3,1,sim,não,bom
sem conta,12,conta crítica,móveis,1592,>1000,"[4,7) anos",3,feminino/divorciado,nenhum,2,seguro  de vida,35,nenhum,própria,1,nível 2,1,não,sim,bom
sem conta,15,pagamento em dia,móveis,2186,sem conta,"[4,7) anos",1,feminino/divorciado,nenhum,4,imobiliario,33,bancos,alugada,1,nível 1,1,não,não,bom
negativo,18,pagamento em dia,móveis,4153,<100,"[1,4) anos",2,masculino/solteiro,co-aplicante,3,carro,42,nenhum,própria,1,nível 2,1,não,não,mau
negativo,16,conta crítica,carro novo,2625,<100,> 7 anos,2,masculino/solteiro,fiador,4,seguro  de vida,43,bancos,alugada,1,nível 2,1,sim,não,mau
sem conta,20,conta crítica,carro novo,3485,sem conta,< 1 ano,2,masculino/divorciado,nenhum,4,imobiliario,44,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,36,conta crítica,carro usado,10477,sem conta,> 7 anos,2,masculino/solteiro,nenhum,4,sem propriedades,42,nenhum,de graça,2,nível 2,1,não,não,bom
sem conta,15,pagamento em dia,radio/televisão,1386,sem conta,"[1,4) anos",4,masculino/casado,nenhum,2,imobiliario,40,nenhum,alugada,1,nível 2,1,sim,não,bom
sem conta,24,pagamento em dia,radio/televisão,1278,<100,> 7 anos,4,masculino/solteiro,nenhum,1,imobiliario,36,nenhum,própria,1,nível 3,1,sim,não,bom
negativo,12,pagamento em dia,radio/televisão,1107,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,imobiliario,20,nenhum,alugada,1,nível 3,2,sim,não,bom
negativo,21,pagamento em dia,carro novo,3763,sem conta,"[4,7) anos",2,masculino/solteiro,co-aplicante,2,imobiliario,24,nenhum,própria,1,nível 1,1,não,sim,bom
[0-200),36,pagamento em dia,educação,3711,sem conta,"[1,4) anos",2,masculino/casado,nenhum,2,carro,27,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,15,já atrasou pagamentos,carro usado,3594,<100,< 1 ano,1,feminino/divorciado,nenhum,2,seguro  de vida,46,nenhum,própria,2,nível 1,1,não,não,bom
[0-200),9,pagamento em dia,carro novo,3195,sem conta,"[1,4) anos",1,feminino/divorciado,nenhum,2,imobiliario,33,nenhum,própria,1,nível 1,1,não,não,bom
sem conta,36,já atrasou pagamentos,radio/televisão,4454,<100,"[1,4) anos",4,feminino/divorciado,nenhum,4,imobiliario,34,nenhum,própria,2,nível 2,1,não,não,bom
[0-200),24,conta crítica,móveis,4736,<100,< 1 ano,2,feminino/divorciado,nenhum,4,carro,25,bancos,própria,1,nível 1,1,não,não,mau
[0-200),30,pagamento em dia,radio/televisão,2991,sem conta,> 7 anos,2,feminino/divorciado,nenhum,4,carro,25,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,11,pagamento em dia,negócios,2142,>1000,> 7 anos,1,masculino/divorciado,nenhum,2,imobiliario,28,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,24,creditos quitados,negócios,3161,<100,"[1,4) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,31,nenhum,alugada,1,nível 2,1,sim,não,mau
[0-200),48,primeira vez,outros,18424,<100,"[1,4) anos",1,feminino/divorciado,nenhum,2,seguro  de vida,32,bancos,própria,1,nível 3,1,sim,sim,mau
sem conta,10,pagamento em dia,carro usado,2848,[100-500),"[1,4) anos",1,masculino/solteiro,co-aplicante,2,imobiliario,32,nenhum,própria,1,nível 2,2,não,não,bom
negativo,6,pagamento em dia,carro novo,14896,<100,> 7 anos,1,masculino/solteiro,nenhum,4,sem propriedades,68,bancos,própria,1,nível 3,1,sim,não,mau
negativo,24,pagamento em dia,móveis,2359,[100-500),desempregado,1,masculino/divorciado,nenhum,1,seguro  de vida,33,nenhum,própria,1,nível 2,1,não,não,mau
negativo,24,pagamento em dia,móveis,3345,<100,> 7 anos,4,masculino/solteiro,nenhum,2,seguro  de vida,39,nenhum,alugada,1,nível 3,1,sim,não,mau
sem conta,18,conta crítica,móveis,1817,<100,"[1,4) anos",4,feminino/divorciado,nenhum,2,sem propriedades,28,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,48,já atrasou pagamentos,radio/televisão,12749,[500-1000),"[4,7) anos",4,masculino/solteiro,nenhum,1,carro,37,nenhum,própria,1,nível 3,1,sim,não,bom
negativo,9,pagamento em dia,radio/televisão,1366,<100,< 1 ano,3,feminino/divorciado,nenhum,4,seguro  de vida,22,nenhum,alugada,1,nível 2,1,não,não,mau
[0-200),12,pagamento em dia,carro novo,2002,<100,"[4,7) anos",3,masculino/solteiro,nenhum,4,seguro  de vida,30,nenhum,alugada,1,nível 2,2,sim,não,bom
negativo,24,creditos quitados,móveis,6872,<100,< 1 ano,2,masculino/divorciado,nenhum,1,seguro  de vida,55,bancos,própria,1,nível 2,1,sim,não,mau
negativo,12,creditos quitados,carro novo,697,<100,< 1 ano,4,masculino/solteiro,nenhum,2,carro,46,bancos,própria,2,nível 2,1,sim,não,mau
negativo,18,conta crítica,móveis,1049,<100,< 1 ano,4,feminino/divorciado,nenhum,4,seguro  de vida,21,nenhum,alugada,1,nível 2,1,não,não,bom
negativo,48,pagamento em dia,carro usado,10297,<100,"[4,7) anos",4,masculino/solteiro,nenhum,4,sem propriedades,39,lojas,de graça,3,nível 2,2,sim,não,mau
sem conta,30,pagamento em dia,radio/televisão,1867,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,carro,58,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,12,já atrasou pagamentos,carro novo,1344,<100,"[1,4) anos",4,masculino/solteiro,nenhum,2,imobiliario,43,nenhum,própria,2,nível 1,2,não,não,bom
negativo,24,pagamento em dia,móveis,1747,<100,< 1 ano,4,masculino/solteiro,co-aplicante,1,seguro  de vida,24,nenhum,própria,1,nível 1,1,não,sim,bom
[0-200),9,pagamento em dia,radio/televisão,1670,<100,< 1 ano,4,feminino/divorciado,nenhum,2,carro,22,nenhum,própria,1,nível 2,1,sim,não,mau
sem conta,9,conta crítica,carro novo,1224,<100,"[1,4) anos",3,masculino/solteiro,nenhum,1,imobiliario,30,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,12,conta crítica,radio/televisão,522,[500-1000),> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,42,nenhum,própria,2,nível 2,2,sim,não,bom
negativo,12,pagamento em dia,radio/televisão,1498,<100,"[1,4) anos",4,feminino/divorciado,nenhum,1,carro,23,bancos,própria,1,nível 2,1,não,não,bom
[0-200),30,já atrasou pagamentos,radio/televisão,1919,[100-500),< 1 ano,4,masculino/solteiro,nenhum,3,sem propriedades,30,lojas,própria,2,nível 3,1,não,não,mau
200+,9,pagamento em dia,radio/televisão,745,<100,"[1,4) anos",3,feminino/divorciado,nenhum,2,imobiliario,28,nenhum,própria,1,nível 1,1,não,não,mau
[0-200),6,pagamento em dia,radio/televisão,2063,<100,< 1 ano,4,masculino/casado,nenhum,3,carro,30,nenhum,alugada,1,nível 3,1,sim,não,bom
[0-200),60,pagamento em dia,educação,6288,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,sem propriedades,42,nenhum,de graça,1,nível 2,1,não,não,mau
sem conta,24,conta crítica,carro usado,6842,sem conta,"[1,4) anos",2,masculino/solteiro,nenhum,4,seguro  de vida,46,nenhum,própria,2,nível 3,2,sim,não,bom
sem conta,12,pagamento em dia,carro novo,3527,sem conta,< 1 ano,2,masculino/solteiro,nenhum,3,seguro  de vida,45,nenhum,própria,1,nível 3,2,sim,não,bom
sem conta,10,pagamento em dia,carro novo,1546,<100,"[1,4) anos",3,masculino/solteiro,nenhum,2,imobiliario,31,nenhum,própria,1,nível 1,2,não,sim,bom
sem conta,24,pagamento em dia,móveis,929,sem conta,"[4,7) anos",4,masculino/solteiro,nenhum,2,carro,31,lojas,própria,1,nível 2,1,sim,não,bom
sem conta,4,conta crítica,carro novo,1455,<100,"[4,7) anos",2,masculino/solteiro,nenhum,1,imobiliario,42,nenhum,própria,3,nível 1,2,não,não,bom
negativo,15,pagamento em dia,móveis,1845,<100,< 1 ano,4,feminino/divorciado,fiador,1,seguro  de vida,46,nenhum,alugada,1,nível 2,1,não,não,bom
[0-200),48,primeira vez,carro novo,8358,[500-1000),< 1 ano,1,feminino/divorciado,nenhum,1,carro,30,nenhum,própria,2,nível 2,1,não,não,bom
negativo,24,creditos quitados,móveis,3349,[500-1000),< 1 ano,4,masculino/solteiro,nenhum,4,sem propriedades,30,nenhum,de graça,1,nível 2,2,sim,não,mau
sem conta,12,pagamento em dia,carro novo,2859,sem conta,desempregado,4,masculino/solteiro,nenhum,4,sem propriedades,38,nenhum,própria,1,nível 3,1,sim,não,bom
sem conta,18,pagamento em dia,móveis,1533,<100,< 1 ano,4,masculino/casado,co-aplicante,1,seguro  de vida,43,nenhum,própria,1,nível 1,2,não,não,mau
sem conta,24,pagamento em dia,radio/televisão,3621,[100-500),> 7 anos,2,masculino/solteiro,nenhum,4,carro,31,nenhum,própria,2,nível 2,1,não,não,mau
[0-200),18,conta crítica,negócios,3590,<100,desempregado,3,masculino/casado,nenhum,3,carro,40,nenhum,própria,3,desempregado,2,sim,não,bom
negativo,36,já atrasou pagamentos,negócios,2145,<100,"[4,7) anos",2,masculino/solteiro,nenhum,1,carro,24,nenhum,própria,2,nível 2,1,sim,não,mau
[0-200),24,pagamento em dia,carro usado,4113,[500-1000),< 1 ano,3,feminino/divorciado,nenhum,4,carro,28,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,36,pagamento em dia,móveis,10974,<100,desempregado,4,feminino/divorciado,nenhum,2,carro,26,nenhum,própria,2,nível 3,1,sim,não,mau
negativo,12,pagamento em dia,carro novo,1893,<100,"[1,4) anos",4,feminino/divorciado,fiador,4,seguro  de vida,29,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,24,conta crítica,radio/televisão,1231,>1000,> 7 anos,4,feminino/divorciado,nenhum,4,seguro  de vida,57,nenhum,alugada,2,nível 3,1,sim,não,bom
200+,30,conta crítica,radio/televisão,3656,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,49,lojas,própria,2,nível 1,1,não,não,bom
[0-200),9,conta crítica,radio/televisão,1154,<100,> 7 anos,2,masculino/solteiro,nenhum,4,imobiliario,37,nenhum,própria,3,nível 1,1,não,não,bom
negativo,28,pagamento em dia,carro novo,4006,<100,"[1,4) anos",3,masculino/solteiro,nenhum,2,carro,45,nenhum,própria,1,nível 1,1,não,não,mau
[0-200),24,pagamento em dia,móveis,3069,[100-500),> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,30,nenhum,de graça,1,nível 2,1,não,não,bom
sem conta,6,conta crítica,radio/televisão,1740,<100,> 7 anos,2,masculino/casado,nenhum,2,imobiliario,30,nenhum,alugada,2,nível 2,1,não,não,bom
[0-200),21,já atrasou pagamentos,carro novo,2353,<100,"[1,4) anos",1,masculino/divorciado,nenhum,4,seguro  de vida,47,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,15,pagamento em dia,carro novo,3556,sem conta,"[1,4) anos",3,masculino/solteiro,nenhum,2,sem propriedades,29,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,radio/televisão,2397,[500-1000),> 7 anos,3,masculino/solteiro,nenhum,2,carro,35,bancos,própria,2,nível 2,1,sim,não,mau
[0-200),6,pagamento em dia,reparos,454,<100,< 1 ano,3,masculino/casado,nenhum,1,seguro  de vida,22,nenhum,própria,1,nível 1,1,não,não,bom
[0-200),30,pagamento em dia,radio/televisão,1715,sem conta,"[1,4) anos",4,feminino/divorciado,nenhum,1,carro,26,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),27,conta crítica,radio/televisão,2520,[500-1000),"[1,4) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,23,nenhum,própria,2,nível 1,1,não,não,mau
sem conta,15,pagamento em dia,radio/televisão,3568,<100,> 7 anos,4,feminino/divorciado,nenhum,2,carro,54,bancos,alugada,1,nível 3,1,sim,não,bom
sem conta,42,pagamento em dia,radio/televisão,7166,sem conta,"[4,7) anos",2,masculino/casado,nenhum,4,seguro  de vida,29,nenhum,alugada,1,nível 2,1,sim,não,bom
negativo,11,conta crítica,carro novo,3939,<100,"[1,4) anos",1,masculino/solteiro,nenhum,2,imobiliario,40,nenhum,própria,2,nível 1,2,não,não,bom
[0-200),15,pagamento em dia,reparos,1514,[100-500),"[1,4) anos",4,masculino/solteiro,fiador,2,imobiliario,22,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,carro novo,7393,<100,"[1,4) anos",1,masculino/solteiro,nenhum,4,seguro  de vida,43,nenhum,própria,1,nível 1,2,não,não,bom
negativo,24,creditos quitados,carro novo,1193,<100,desempregado,1,feminino/divorciado,co-aplicante,4,sem propriedades,29,nenhum,alugada,2,desempregado,1,não,não,mau
negativo,60,pagamento em dia,negócios,7297,<100,> 7 anos,4,masculino/solteiro,co-aplicante,4,sem propriedades,36,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,30,conta crítica,radio/televisão,2831,<100,"[1,4) anos",4,feminino/divorciado,nenhum,2,carro,33,nenhum,própria,1,nível 2,1,sim,não,bom
200+,24,pagamento em dia,radio/televisão,1258,[500-1000),"[1,4) anos",3,feminino/divorciado,nenhum,3,carro,57,nenhum,própria,1,nível 1,1,não,não,bom
[0-200),6,pagamento em dia,radio/televisão,753,<100,"[1,4) anos",2,feminino/divorciado,fiador,3,imobiliario,64,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),18,já atrasou pagamentos,negócios,2427,sem conta,> 7 anos,4,masculino/solteiro,nenhum,2,seguro  de vida,42,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,24,já atrasou pagamentos,carro novo,2538,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,47,nenhum,própria,2,nível 1,2,não,não,mau
[0-200),15,creditos quitados,carro novo,1264,[100-500),"[1,4) anos",2,masculino/casado,nenhum,2,seguro  de vida,25,nenhum,alugada,1,nível 2,1,não,não,mau
[0-200),30,conta crítica,móveis,8386,<100,"[4,7) anos",2,masculino/solteiro,nenhum,2,seguro  de vida,49,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,48,pagamento em dia,negócios,4844,<100,desempregado,3,masculino/solteiro,nenhum,2,carro,33,bancos,alugada,1,nível 3,1,sim,não,mau
200+,21,pagamento em dia,carro novo,2923,[100-500),"[1,4) anos",1,feminino/divorciado,nenhum,1,carro,28,bancos,própria,1,nível 3,1,sim,não,bom
negativo,36,pagamento em dia,carro usado,8229,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,seguro  de vida,26,nenhum,própria,1,nível 2,2,não,não,mau
sem conta,24,conta crítica,móveis,2028,<100,"[4,7) anos",2,masculino/solteiro,nenhum,2,seguro  de vida,30,nenhum,própria,2,nível 1,1,não,não,bom
negativo,15,conta crítica,móveis,1433,<100,"[1,4) anos",4,feminino/divorciado,nenhum,3,seguro  de vida,25,nenhum,alugada,2,nível 2,1,não,não,bom
200+,42,primeira vez,negócios,6289,<100,< 1 ano,2,masculino/divorciado,nenhum,1,seguro  de vida,33,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,13,pagamento em dia,radio/televisão,1409,[100-500),desempregado,2,feminino/divorciado,nenhum,4,imobiliario,64,nenhum,própria,1,nível 2,1,não,não,bom
negativo,24,pagamento em dia,carro usado,6579,<100,desempregado,4,masculino/solteiro,nenhum,2,sem propriedades,29,nenhum,de graça,1,nível 3,1,sim,não,bom
[0-200),24,conta crítica,radio/televisão,1743,<100,> 7 anos,4,masculino/solteiro,nenhum,2,seguro  de vida,48,nenhum,própria,2,nível 1,1,não,não,bom
sem conta,12,conta crítica,educação,3565,sem conta,< 1 ano,2,masculino/solteiro,nenhum,1,seguro  de vida,37,nenhum,própria,2,nível 1,2,não,não,bom
